T,year,gross_bps,net_bps,overnight_bps,intraday_bps,onset_prevday_bps,press_conference
2000-03-21,2000,205.2159042325785,203.2159042325785,-44.89097905087558,251.234700450933,-51.04210974053669,False
2000-05-16,2000,96.79500967950005,94.79500967950005,88.19100881910069,8.528784648187404,172.86652078774668,False
2000-06-28,2000,27.987082884821657,25.987082884821657,32.29278794402602,-4.2918454935625405,-73.7258254086981,False
2000-08-22,2000,-16.61129568106268,-18.61129568106268,4.152823920267057,-20.755500207555457,54.2797494780789,False
2000-10-03,2000,-93.4173365196611,-95.4173365196611,47.79491635889643,-140.54054054054131,15.23063533507285,False
2000-11-15,2000,31.446540880502027,29.446540880502027,-4.492362982929654,35.95505617977501,262.7939142461977,False
2000-12-19,2000,-203.67318106898958,-205.67318106898958,-18.836825994819062,-185.1851851851849,133.6196611787166,False
2001-01-31,2001,-56.60368374621139,-58.60368374621139,-29.028239943011958,-27.655723500957798,87.84750326678692,False
2001-03-20,2001,-268.4279136632084,-270.4279136632084,46.86860323045438,-313.8256598601108,203.46024645046867,False
2001-05-15,2001,46.25213907473391,44.25213907473391,11.961844023418156,34.2493265411159,19.97602852192637,False
2001-06-27,2001,-5.758921683811646,-7.758921683811646,4.113156816787367,-9.868019629378777,-13.966329875160222,False
2001-08-21,2001,-170.58491937498422,-172.58491937498422,-2.545937268157994,-168.0817746722496,92.50551015457687,False
2001-10-02,2001,125.63587131134702,123.63587131134702,-25.893991729054598,151.92325298602816,-16.27784319855996,False
2001-11-06,2001,155.4030733610956,153.4030733610956,-29.815850211851735,185.772821033483,130.89247644629597,False
2001-12-11,2001,-20.10803751196999,-22.10803751196999,45.46286806676791,-65.27415056918784,-187.02817011298612,False
2002-01-30,2002,144.17881618472128,142.17881618472128,9.97466553945836,134.07041988555247,-314.42137817178195,False
2002-03-19,2002,66.85512912817381,64.85512912817381,53.99887654924163,12.787203118671542,1.7142428465333204,False
2002-05-07,2002,-35.081325713439696,-37.081325713439696,59.73236428618689,-94.25070823577019,-196.13316363994215,False
2002-06-26,2002,16.40053978202216,14.400539782022161,-241.9024876393794,264.7063396263549,-224.44944134945243,False
2002-08-13,2002,-182.07917411933062,-184.07917411933062,-51.86506361266496,-130.8929878206433,-73.3922841741752,False
2002-09-24,2002,-161.36816213493054,-163.36816213493054,-145.82849238574448,-15.769635973129636,-81.80140183682627,False
2002-11-06,2002,129.5593316467536,127.5593316467536,68.5906252889068,60.553367027074145,79.0081468674808,False
2002-12-10,2002,134.077871311975,132.077871311975,58.10018358283875,75.53880588021089,-274.91022632350814,False
2003-01-29,2003,75.73127251684575,73.73127251684575,-47.76927104305773,124.09332834353081,73.9442377204802,False
2003-03-18,2003,58.76954867532591,56.76954867532591,42.6368693001522,16.064186712247963,314.98889960694055,False
2003-05-06,2003,94.59366810271818,92.59366810271818,1.0751517103857466,93.50846281396042,-19.31126563070262,False
2003-06-25,2003,-100.48699731042943,-102.48699731042943,1.015239197248441,-101.49193264885392,10.160381627872805,False
2003-08-12,2003,91.23178022889533,89.23178022889533,6.081860888569324,85.09816382090251,37.64781758014868,False
2003-09-16,2003,145.95019557377188,143.95019557377188,13.714078172712973,132.0550161196432,-35.13915286239011,False
2003-10-28,2003,136.06134319017028,134.06134319017028,33.7745935339262,101.94244319795764,4.8267446881133935,False
2003-12-09,2003,-77.1592296559831,-79.1592296559831,30.677868549864318,-107.50728875857929,67.38429864156848,False
2004-01-28,2004,-114.23069019076526,-116.23069019076526,26.16001490752362,-140.02440105638448,-102.7015114523544,False
2004-03-16,2004,53.05791218319644,51.05791218319644,52.158439475915586,0.8948055412139055,-122.57993074857532,False
2004-05-04,2004,-8.025320201567876,-10.025320201567876,8.916493335759945,-16.926720837971978,107.24607527261342,False
2004-06-30,2004,53.546402752475686,51.546402752475686,13.16726898612286,40.32603539083857,41.428050537324346,False
2004-08-10,2004,128.97170592691464,126.97170592691464,28.971734448015596,99.71109115345823,14.038514555076986,False
2004-09-21,2004,43.566983057818916,41.566983057818916,24.895418890182874,18.625195962098662,-60.09724224530943,False
2004-11-10,2004,7.700544952102817,5.700544952102817,15.40043714969741,-7.688052261027867,-19.639941570734898,False
2004-12-14,2004,34.89226213856389,32.89226213856389,-15.784866417779542,50.7572481945906,87.15334782276597,False
2005-02-02,2005,30.274406683223898,28.274406683223898,12.614068780167909,17.63808909615472,63.47325463400555,False
2005-03-22,2005,-101.608549004778,-103.608549004778,22.862343433485144,-124.18697191806771,-37.11847798278711,False
2005-05-03,2005,17.1818681804492,15.1818681804492,-28.350672399374275,45.66199540711358,56.15563938478729,False
2005-06-30,2005,-54.243638149594766,-56.243638149594766,32.546055552791216,-86.50814381694238,-26.633349210178903,False
2005-08-09,2005,60.33410962603236,58.33410962603236,33.428131073307554,26.81633655140736,-18.717100641265638,False
2005-09-20,2005,-84.49047989878666,-86.49047989878666,8.936600343183443,-93.34366274112105,-33.19867709387525,False
2005-11-01,2005,29.96758666298227,27.96758666298227,37.459800876165076,-7.464253269067189,27.5454251464069,False
2005-12-13,2005,68.01112147939214,66.01112147939214,-2.3723827616339843,70.40020586450702,9.498544720039082,False
2006-01-31,2006,-73.1861120786792,-75.1861120786792,-9.342503496311272,-63.90331027233187,-7.778967632585676,False
2006-03-28,2006,-61.52922823178586,-63.52922823178586,-6.922903685733228,-54.644154167682316,-14.591999970000602,False
2006-05-10,2006,-5.277640477052703,-7.277640477052703,-15.834071995898258,10.573173157346627,19.642981689107497,False
2006-06-29,2006,202.00373892315991,200.00373892315991,36.071899658691734,165.33544291378544,67.79084118028189,False
2006-08-08,2006,-38.31101312929852,-40.31101312929852,14.85494994097225,-53.08710244533721,-23.400579524538443,False
2006-09-20,2006,53.10651401317479,51.10651401317479,33.38156813261995,19.65931998759496,-24.973651625469493,False
2006-10-25,2006,34.08769974316384,32.08769974316384,-10.153712263604175,44.2863791218473,29.824955151569466,False
2006-12-12,2006,-7.755806876643678,-9.755806876643678,-9.870929129311978,2.1172121377643904,28.99191538806134,False
2007-01-31,2007,67.23207220435069,65.23207220435069,-11.204454852778989,78.52450948926837,52.09364438417907,False
2007-03-21,2007,164.5734585614056,162.5734585614056,9.222166538040977,155.2081564766583,54.9218465921375,False
2007-05-09,2007,27.19758952632656,25.19758952632656,-7.296889575559851,34.519667722241465,-13.249218435610333,False
2007-06-28,2007,-1.3290568140345016,-3.3290568140345016,-1.3290568140345016,0.0,142.288806115205,False
2007-08-07,2007,106.69567655835266,104.69567655835266,-18.46688051860501,125.3941209018028,167.59413149956214,False
2007-09-18,2007,294.3957076749948,292.3957076749948,49.29072906511678,243.90276410351186,-53.72651616929569,False
2007-10-31,2007,103.88059344388579,101.88059344388579,60.10702885272945,43.51202672656651,-69.42238956213043,False
2007-12-11,2007,-274.1976669343904,-276.1976669343904,3.9451313697647095,-278.03311058951283,77.52953022020614,False
2008-01-30,2008,-73.57810117393004,-75.57810117393004,-24.280908112924713,-49.4171824676759,49.541418347485155,False
2008-03-18,2008,415.43271272600714,413.43271272600714,180.82556588044474,230.4401989086369,-101.07225927203034,False
2008-04-30,2008,-58.959398434208495,-60.959398434208495,15.09860888075032,-73.94635860029197,-39.39003312500078,False
2008-06-25,2008,47.259326598794175,45.259326598794175,40.39932688724379,6.832397286411496,-19.77896636531029,False
2008-08-05,2008,269.62179407788335,267.62179407788335,82.40649627176744,185.6851316948438,-92.73983547697485,False
2008-09-16,2008,167.37465213797043,165.37465213797043,-240.65280021468237,418.0888782823811,-475.85059673738607,False
2008-10-29,2008,-72.52562816580932,-74.52562816580932,1.065967001729895,-73.58375138245555,1168.5533704112538,False
2008-12-16,2008,470.65495765447054,468.65495765447054,470.65495765447054,0.0,-139.34126233689503,False
2009-01-28,2009,338.34149433964456,336.34149433964456,221.2235624733072,114.5830840608264,101.57725514115646,False
2009-03-18,2009,223.84241406611326,221.84241406611326,-47.32703314629383,272.458914419782,305.82647985210264,False
2009-04-29,2009,212.69132889038644,210.69132889038644,111.01986112308504,100.55510637282828,-31.45347793394815,False
2009-06-24,2009,86.17843151770721,84.17843151770721,90.65531078020994,-4.436658596117526,7.840467717439292,False
2009-08-12,2009,107.28964793019102,105.28964793019102,-17.046605095497604,124.548566047753,-124.76428690845309,False
2009-09-23,2009,-83.1231336681748,-85.1231336681748,23.349210863228276,-106.22431912878815,58.243566402682575,False
2009-11-04,2009,25.799965516450918,23.799965516450918,82.17874799924196,-55.91924512742929,31.633611198242928,False
2009-12-16,2009,15.267011340356351,13.267011340356351,40.413523466844566,-25.045295263701473,-46.482905130421635,False
2010-01-27,2010,47.571519904408,45.571519904408,-12.807555829775774,60.456505741439685,-41.90572092011791,False
2010-03-16,2010,79.66108021103979,77.66108021103979,27.708000757060702,51.80952561647967,2.5981967378108095,False
2010-04-28,2010,75.96167040720303,73.96167040720303,48.10935842962883,27.71895784972722,-236.50557505359603,False
2010-06-23,2010,-31.03005739140241,-33.03005739140241,6.388582186653835,-37.39474963491807,-165.15608175237338,False
2010-08-10,2010,-53.987133541417705,-55.987133541417705,-84.963191664994,31.241495843501443,53.38539704417666,False
2010-09-21,2010,-20.137967724608295,-22.137967724608295,7.880568076932271,-27.996472990409195,152.9025916407356,False
2010-11-03,2010,40.177092377553514,38.177092377553514,17.577557740600103,22.55987987783481,79.30502413625584,False
2010-12-14,2010,8.831134594380341,6.831134594380341,15.253889300765877,-6.412972429232777,6.426269240271676,False
2011-01-26,2011,38.70867903443154,36.70867903443154,24.774121603701182,13.90012110168204,5.421538506635848,False
2011-03-15,2011,-114.57173842364776,-116.57173842364776,-266.0520286562507,155.6206080806599,-60.378577517893326,False
2011-04-27,2011,65.28710784519554,63.287107845195536,19.289990249724553,45.90856002793853,86.05162389528243,True
2011-06-22,2011,-60.254831802639686,-62.254831802639686,-30.89949060750441,-29.446328851312487,137.03994062813197,True
2011-08-09,2011,464.99208278729,462.99208278729,161.23263176115677,298.9395696705799,-651.2324763141231,False
2011-09-21,2011,-294.5827552190272,-296.5827552190272,4.993358484028931,-299.4265992680778,-11.636554940519517,False
2011-11-02,2011,163.11457899750303,161.11457899750303,150.00015008645119,12.92061942574696,-278.88446215139527,True
2011-12-13,2011,-93.38990751670107,-95.38990751670107,52.33085344738208,-144.9621616006702,-145.97413111760216,False
2012-01-25,2012,83.67494207730974,81.67494207730974,-15.21468102969048,99.04030977923695,-11.39684642419092,True
2012-03-13,2012,180.2584455976697,178.2584455976697,53.78728618369743,125.7945446963804,0.726503329493422,False
2012-04-25,2012,136.91682442935394,134.91682442935394,97.58913128804281,38.94760682968679,38.0147889453597,True
2012-06-20,2012,-16.212323187231313,-18.212323187231313,0.7376393404645576,-16.948712323998638,96.72642193414794,True
2012-08-01,2012,-8.714717168369912,-10.714717168369912,71.88949140290113,-80.02888498734207,-69.9441890065411,False
2012-09-13,2012,152.36491152723852,150.36491152723852,-1.3854333780394246,153.77164894278206,33.35388196265221,True
2012-10-24,2012,-28.284111275870274,-30.284111275870274,36.06240372218572,-64.115299815386,-138.76336673505295,False
2012-12-12,2012,4.879535989850137,2.8795359898501367,39.040543018848965,-34.02815924750446,68.08459411749901,True
2013-01-30,2013,-39.160780801108515,-41.160780801108515,-1.3277759176089088,-37.83802892585841,39.3147403941918,False
2013-03-20,2013,69.85329712121846,67.85329712121846,58.85800779489969,10.930951920982146,-23.23034184137707,True
2013-05-01,2013,-87.67497248869272,-89.67497248869272,-21.918265329406992,-65.90115105070905,23.853711032257863,False
2013-06-19,2013,-138.16872625941446,-140.16872625941446,-8.446928020297007,-129.83146594387708,79.05637511900653,True
2013-07-31,2013,7.118475507645883,5.118475507645883,20.760787183013996,-13.614047840376786,0.0,False
2013-09-18,2013,115.74183917502756,113.74183917502756,-3.5080852758195835,119.29177302209438,44.62508229228001,True
2013-10-30,2013,-49.670084772103216,-51.670084772103216,11.853401593815427,-61.4506464468656,53.3395258579894,False
2013-12-18,2013,170.7250577083741,168.7250577083741,15.113589794879534,155.37663803639524,-31.80489456178548,True
2014-01-29,2014,-96.05188754970851,-98.05188754970851,-83.20798750325098,-12.95166827162686,59.54793832332328,False
2014-03-19,2014,-53.287859985368115,-55.287859985368115,1.0651717617937706,-54.347242832321065,71.37883421804547,True
2014-04-30,2014,29.826767435086055,27.826767435086055,-16.511188207389836,46.41459164830497,46.553675859171136,False
2014-06-18,2014,73.3969441226634,71.3969441226634,0.0,73.3969441226634,27.793945317946545,True
2014-07-30,2014,1.5231672892457304,-0.4768327107542696,35.54186133986725,-33.89821349026767,-42.97300760370493,False
2014-09-17,2014,13.467890972418406,11.467890972418406,14.46570985147222,-0.9963775482013659,75.3844623684663,True
2014-10-29,2014,-15.120359166402864,-17.120359166402864,7.056065070532025,-22.160787441114493,114.70228170854301,False
2014-12-17,2014,196.04818110395829,194.04818110395829,26.779787251267617,168.81630737309195,-80.1960246994915,True
2015-01-28,2015,-128.24336751846798,-130.24336751846798,70.53332529526114,-197.38447447906316,-131.90515917899214,False
2015-03-18,2015,120.21542216238413,118.21542216238413,-27.40946844664416,148.0306347101501,-29.724571471125838,True
2015-04-29,2015,-41.14619311114565,-43.14619311114565,-50.60571849526352,9.507639476808993,31.788117633628765,False
2015-06-17,2015,16.171050553657196,14.171050553657196,16.171050553657196,0.0,54.51673216589459,True
2015-07-29,2015,68.79102034157647,66.79102034157647,7.16542756281191,61.58146702464728,122.83034128287129,False
2015-09-17,2015,-22.479616580415307,-24.479616580415307,-7.992227453991196,-14.498977038658323,86.66662822368609,True
2015-10-28,2015,113.74592329630006,111.74592329630006,19.36078822204479,94.20275112281162,-19.32337664175554,False
2015-12-16,2015,146.32005159544104,144.32005159544104,65.35611109928618,80.43822752269448,104.97806539605747,True
