entry_time,exit_time,side,qty,entry_price,exit_price,costs,net_pnl,exit_reason
2023-01-03 14:40:00+00:00,2023-01-03 14:40:00+00:00,SHORT,379.0,263.18026,263.88353359999996,23.980694400000857,-266.5406943999957,stop
2023-01-04 14:40:00+00:00,2023-01-04 14:45:00+00:00,SHORT,348.0,260.07049324999997,261.5231442,21.802530599991996,-505.52253060000703,stop
2023-01-05 14:40:00+00:00,2023-01-05 15:10:00+00:00,SHORT,385.0,257.59067925,258.84270200000003,23.878758750015265,-482.0287587500144,stop
2023-01-06 14:40:00+00:00,2023-01-06 14:40:00+00:00,LONG,287.0,258.87941450000005,257.1175686,17.749773300010645,-505.6497733000074,stop
2023-01-09 14:40:00+00:00,2023-01-09 14:40:00+00:00,LONG,369.0,265.88994025,265.356209,23.516831249996073,-196.94683125000614,stop
2023-01-10 14:40:00+00:00,2023-01-10 15:45:00+00:00,LONG,205.0,266.459983,263.94644165,13.025976750007544,-515.2759767500052,stop
2023-01-11 14:40:00+00:00,2023-01-11 14:40:00+00:00,SHORT,363.0,268.1998835,269.03438335,23.41344555000154,-302.92344554999494,stop
2023-01-12 14:40:00+00:00,2023-01-12 17:20:00+00:00,SHORT,262.0,271.299651,273.2250747,17.14100939999912,-504.4610094000027,stop
2023-01-13 14:40:00+00:00,2023-01-13 14:45:00+00:00,LONG,356.0,271.65037225000003,270.7953114,23.161662600003183,-304.40166260001047,stop
2023-01-17 14:40:00+00:00,2023-01-17 14:55:00+00:00,SHORT,350.0,274.94937725,275.6854806,23.136172500016983,-257.63617250000266,stop
2023-01-18 14:40:00+00:00,2023-01-18 14:40:00+00:00,LONG,346.0,277.7208275,277.0742752,23.02709580000419,-223.70709579999868,stop
2023-01-19 14:40:00+00:00,2023-01-19 14:45:00+00:00,LONG,353.0,271.3203475,270.42537245000005,22.93619264999535,-315.92619264998973,stop
2023-01-20 14:40:00+00:00,2023-01-20 14:45:00+00:00,SHORT,353.0,270.44971475,271.29475625,22.959649500002342,-298.2996494999927,stop
2023-01-23 14:40:00+00:00,2023-01-23 14:40:00+00:00,SHORT,343.0,277.539183,278.13588484999997,22.878734550005277,-204.66873454999592,stop
2023-01-24 14:40:00+00:00,2023-01-24 15:10:00+00:00,LONG,337.0,281.87113875000006,281.0536185,22.754324250009972,-275.50432425001,stop
2023-01-25 14:40:00+00:00,2023-01-25 14:45:00+00:00,SHORT,341.0,277.46918825,278.13588484999997,22.743540600000074,-227.34354059998844,stop
2023-01-26 14:40:00+00:00,2023-01-26 14:45:00+00:00,LONG,331.0,285.86143799999996,285.34291065,22.682552849984745,-171.63255284998098,stop
2023-01-27 14:40:00+00:00,2023-01-27 21:00:00+00:00,LONG,329.0,287.03152575,290.63820050000004,14.254007250003099,1186.595992750008,eod_flat
2023-01-30 14:40:00+00:00,2023-01-30 14:50:00+00:00,SHORT,333.0,286.75849149999993,287.7274672,22.96890810000332,-322.6689081000147,stop
2023-01-31 14:40:00+00:00,2023-01-31 21:00:00+00:00,LONG,333.0,285.73142824999996,288.2783775,14.335899750006774,848.1341002500038,eod_flat
2023-02-01 14:40:00+00:00,2023-02-01 15:00:00+00:00,SHORT,334.0,287.72841875,288.847652,23.12390549998929,-373.8239054999931,stop
2023-02-02 14:40:00+00:00,2023-02-02 14:40:00+00:00,LONG,317.0,302.14265900000004,301.22029045,22.94083035000682,-292.390830350014,stop
2023-02-03 14:40:00+00:00,2023-02-03 21:00:00+00:00,LONG,296.0,300.07250375,300.42746624999995,13.331100000010338,105.06889999998293,eod_flat
