signal_ts,s,date,side,hold_bars,exit_type,ret_trigger_bps,ret_fill_bps,ret_with_stop_bps,stopped,tod_bucket,f01_atr5_bps,f02_atr5_slope_3,f03_bar_range_over_atr,f04_rsi_jump,f05_bars_since_cross,f06_buffer_over_range,f07_minutes_since_open,f08_ret_since_open_bps,f09_dist_from_vwap_bps,f10_session_range_over_adr,f11_overnight_gap_bps,f17_day_of_week,f12_spy_align,f13_qqq_align,f14_spy_dia_corr_20,f15a_spy_rvol20,f15b_spy_rvol20_chg,f16a_is_fomc_day,f16b_days_to_fomc,selected_oof
2018-04-18 13:15:00-04:00,7298,2018-04-18,long,2,recross,-6.859264041317621,-6.859264041317621,-6.859264041317621,False,midday,6.588666192844028,0.037973446218125595,1.1637368694586865,3.3768020290163676,10.0,0.1052631578947381,220.0,-3.2273680813290335,1.934524012402482,0.2688544360746348,3.6321078332460313,2,14.772811230143734,10.805618921838622,0.9269035807501997,23.82430335242192,-0.11985312093438694,0.0,14.0,False
2018-04-18 13:25:00-04:00,7300,2018-04-18,short,9,recross,-4.845743821676812,-4.845743821676812,-4.845743821676812,False,midday,6.394693324943612,0.07215697174388858,1.1454119047450761,-3.742195265815873,2.0,0.11025358324145751,230.0,8.875262223656563,3.7120920951986034,0.2688544360746348,-3.6321078332460313,2,-0.003691194654376062,7.738962978960373,0.9307735350318027,23.82430335242192,-0.11985312093438694,0.0,14.0,False
2018-04-18 14:40:00-04:00,7315,2018-04-18,short,1,recross,-6.225256524198096,-6.225256524198096,-6.225256524198096,False,close,6.756675877837753,0.009638987318211,1.4946050613290511,-4.482521264253528,5.0,0.08,305.0,12.909472325318427,7.227834941317725,0.2688544360746348,-3.6321078332460313,2,3.690036900370064,0.4017750059959191,0.9081333983850306,23.82430335242192,-0.11985312093438694,0.0,14.0,True
2018-04-18 14:50:00-04:00,7317,2018-04-18,long,2,recross,-5.246801469105375,-5.246801469105375,-5.246801469105375,False,close,6.711545417638433,0.7946432201858906,1.4435943344480255,2.2965531201093583,2.0,0.08333333333333018,315.0,-6.858157172825057,-1.1496861866245371,0.2688544360746348,3.6321078332460313,2,2.406394217566721,9.598080383925733,0.9169909649885396,23.82430335242192,-0.11985312093438694,0.0,14.0,True
2018-04-27 14:15:00-04:00,7856,2018-04-27,long,11,recross,-2.46862785435105,-2.46862785435105,-7.40588356305432,True,close,6.667884210909516,-0.19783228276821596,0.8639686213459776,2.75534215032458,2.0,0.14285714285712778,280.0,2.05786722640702,12.064091267490177,0.45201593694512715,-5.758710048949643,4,7.130258565692937,15.755329008340091,0.9362428537889358,18.06733687039359,0.2805852008655094,0.0,5.0,False
2018-04-27 15:25:00-04:00,7870,2018-04-27,short,3,recross,-1.6462937811249143,-1.6462937811249143,-1.6462937811249143,False,close,6.315349709958689,-1.1631728688769032,0.521319753844283,-1.7811494521135032,14.0,0.25000000000004974,350.0,-0.823146890563042,-9.341819586441602,0.45201593694512715,5.758710048949643,4,4.873842462415068,1.851052014562038,0.9587142788203008,18.06733687039359,0.2805852008655094,0.0,5.0,True
2018-05-11 13:15:00-04:00,8624,2018-05-11,short,14,recross,-1.6123181103628539,-1.6123181103628539,-1.6123181103628539,False,midday,5.867853874736947,-1.0647393791965714,0.744548118361501,-0.6242207286451276,1.0,0.184501845018469,220.0,-16.85102947113504,8.63167870642668,0.47484580140332067,-8.080808080807621,4,-0.3673094582179459,-3.5957352687221444,0.8970028336977732,11.68458312101538,0.10469039135843339,0.0,33.0,False
2018-05-14 12:55:00-04:00,8698,2018-05-14,short,21,recross,3.406813627254828,3.406813627254828,3.406813627254828,False,midday,6.010680840328657,0.4261715227089935,0.9447641725726819,-3.6029221934699507,53.0,0.14114326040932945,200.0,-4.8113547973218616,10.020421991811808,0.3027225670873643,-34.196974573543386,0,8.047700918170086,11.737778038616309,0.8216158992526541,11.5943846065435,-0.0901985144718811,0.0,30.0,False
2018-05-16 15:05:00-04:00,8880,2018-05-16,short,10,eod,2.8246307804048576,2.8246307804048576,2.8246307804048576,False,close,6.176255822721188,2.0741614313539376,2.220545085141175,-11.876776829348067,39.0,0.058823529411764115,330.0,-29.533133748684754,-9.176780017891929,0.46174712554477504,4.043998705920184,2,8.401819782799524,5.024383035319158,0.9506725092997182,11.068013193316425,-0.25050072052865957,0.0,28.0,True
2018-05-18 13:20:00-04:00,9015,2018-05-18,long,2,recross,-7.279197670657021,-7.279197670657021,-7.279197670657021,False,midday,5.520644343508506,-0.4218908613276806,1.414055224293915,3.879931377878833,15.0,0.10362694300519014,225.0,10.527594444669024,6.536871078637348,0.3909283491729806,-27.055403004360663,4,11.052980620440689,10.730253353203878,0.8232731390656236,10.953610912642308,-0.21194291651807795,0.0,26.0,False
2018-05-18 13:30:00-04:00,9017,2018-05-18,short,11,recross,0.40469445568558904,0.40469445568558904,0.40469445568558904,False,midday,5.605745657344189,0.6533591826323617,1.0104537965062215,-2.9992083447561413,2.0,0.14285714285715678,235.0,-7.693242094181388,-3.5141549654098454,0.3909283491729806,27.055403004360663,4,-5.735332632716972,-4.469873055605866,0.8060175445965838,10.953610912642308,-0.21194291651807795,0.0,26.0,False
