entry_time,exit_time,side,qty,entry_price,exit_price,costs,net_pnl,exit_reason
2023-01-03 14:40:00+00:00,2023-01-03 14:40:00+00:00,SHORT,379.0,263.18684,263.8690224,15.987129600000571,-258.5471295999954,stop
2023-01-04 14:40:00+00:00,2023-01-04 14:45:00+00:00,SHORT,348.0,260.07699549999995,261.50876280000006,14.53502040002104,-498.2550204000361,stop
2023-01-05 14:40:00+00:00,2023-01-05 15:10:00+00:00,SHORT,385.0,257.5971195,258.82846800000004,15.919172500010177,-474.0691725000093,stop
2023-01-06 14:40:00+00:00,2023-01-06 14:40:00+00:00,LONG,287.0,258.872943,257.1317124,11.833182200001659,-499.7331821999984,stop
2023-01-09 14:40:00+00:00,2023-01-09 14:40:00+00:00,LONG,369.0,265.88329350000004,265.37080599999996,15.677887500018358,-189.10788750002843,stop
2023-01-10 14:40:00+00:00,2023-01-10 15:45:00+00:00,LONG,206.0,266.453322,263.9609611,8.72634540000115,-513.4263453999988,stop
2023-01-11 14:40:00+00:00,2023-01-11 14:40:00+00:00,SHORT,363.0,268.206589,269.01958890000003,15.608963700014783,-295.1189637000082,stop
2023-01-12 14:40:00+00:00,2023-01-12 17:20:00+00:00,SHORT,262.0,271.30643399999997,273.21004980000004,11.427339600014307,-498.7473396000179,stop
2023-01-13 14:40:00+00:00,2023-01-13 14:45:00+00:00,LONG,356.0,271.64358150000004,270.81020759999996,15.441108400022358,-296.68110840002964,stop
2023-01-17 14:40:00+00:00,2023-01-17 14:55:00+00:00,SHORT,350.0,274.9562515,275.6703204,15.42411500000469,-249.92411499999037,stop
2023-01-18 14:40:00+00:00,2023-01-18 14:40:00+00:00,LONG,346.0,277.713885,277.0895168,15.351397200002793,-216.0313971999973,stop
2023-01-19 14:40:00+00:00,2023-01-19 14:45:00+00:00,LONG,353.0,271.31356500000004,270.4402483,15.290795100016965,-308.28079510001135,stop
2023-01-20 14:40:00+00:00,2023-01-20 14:45:00+00:00,SHORT,353.0,270.4564765,271.27983750000004,15.306433000021627,-290.646433000012,stop
2023-01-23 14:40:00+00:00,2023-01-23 14:40:00+00:00,SHORT,343.0,277.546122,278.12058989999997,15.25248969999052,-197.04248969998116,stop
2023-01-24 14:40:00+00:00,2023-01-24 15:10:00+00:00,LONG,337.0,281.8640925,281.069079,15.169549500013034,-267.91954950001303,stop
2023-01-25 14:40:00+00:00,2023-01-25 14:45:00+00:00,SHORT,342.0,277.4761255,278.12058989999997,15.20682479999357,-220.4068247999819,stop
2023-01-26 14:40:00+00:00,2023-01-26 14:45:00+00:00,LONG,331.0,285.854292,285.3586071,15.121701900008645,-164.07170190000488,stop
2023-01-27 14:40:00+00:00,2023-01-27 21:00:00+00:00,LONG,329.0,287.0243505,290.64546700000005,9.502671500002066,1191.347328500009,eod_flat
2023-01-30 14:40:00+00:00,2023-01-30 14:50:00+00:00,SHORT,333.0,286.76566099999997,287.71164480000004,15.312605400014832,-315.0126054000262,stop
2023-01-31 14:40:00+00:00,2023-01-31 21:00:00+00:00,LONG,334.0,285.7242855,288.285585,9.58596700000453,855.4740330000061,eod_flat
2023-02-01 14:40:00+00:00,2023-02-01 15:00:00+00:00,SHORT,334.0,287.7356125,288.831768,15.41593699999919,-366.115937000003,stop
2023-02-02 14:40:00+00:00,2023-02-02 14:40:00+00:00,LONG,317.0,302.13510600000006,301.2368603,15.29388690001656,-284.74388690002377,stop
2023-02-03 14:40:00+00:00,2023-02-03 21:00:00+00:00,LONG,297.0,300.06500250000005,300.4349775,8.917425000006915,109.88257499998633,eod_flat
2023-02-06 14:40:00+00:00,2023-02-06 15:25:00+00:00,LONG,320.0,298.59492900000004,297.2273014,15.24083200001769,-437.6408320000155,stop
2023-02-07 14:40:00+00:00,2023-02-07 14:40:00+00:00,LONG,320.0,297.42487050000005,297.1373113,15.218944000007468,-92.01894400001038,stop
2023-02-08 14:40:00+00:00,2023-02-08 14:40:00+00:00,SHORT,314.0,302.264886,302.8633113,15.205544200006102,-187.90554420000967,stop
2023-02-09 14:40:00+00:00,2023-02-09 21:00:00+00:00,SHORT,314.0,301.9549015,296.23481100000004,9.391583000009632,1796.1084169999904,eod_flat
2023-02-10 14:40:00+00:00,2023-02-10 14:45:00+00:00,LONG,328.0,294.31471500000004,293.30773259999995,15.41022720001547,-330.2902272000274,stop
2023-02-13 14:40:00+00:00,2023-02-13 14:45:00+00:00,SHORT,327.0,294.3752805,295.3524852,15.4359369000029,-319.54593690000513,stop
2023-02-14 14:40:00+00:00,2023-02-14 14:40:00+00:00,SHORT,324.0,296.1751905,296.96266230000003,15.380863200012755,-255.1408632000157,stop
2023-02-15 14:40:00+00:00,2023-02-15 14:55:00+00:00,LONG,320.0,299.74498650000004,298.74713419999995,15.31273600001441,-319.31273600002896,stop
2023-02-16 14:40:00+00:00,2023-02-16 14:40:00+00:00,LONG,319.0,298.81494000000004,298.1971947,15.230750700009878,-197.0607507000077,stop
2023-02-17 14:40:00+00:00,2023-02-17 14:40:00+00:00,LONG,322.0,295.7247855,294.6575841,15.198850800001878,-343.638850799996,stop
2023-02-21 14:40:00+00:00,2023-02-21 15:00:00+00:00,LONG,325.0,291.79458900000003,291.0779779,15.148607500020717,-232.89860750000742,stop
2023-02-22 14:40:00+00:00,2023-02-22 15:05:00+00:00,LONG,327.0,289.1644575,288.60824959999997,15.109983300022861,-181.8799833000199,stop
2023-02-23 14:40:00+00:00,2023-02-23 21:00:00+00:00,SHORT,324.0,291.4354275,290.974548,9.435042000010753,149.3249579999922,eod_flat
2023-02-24 14:40:00+00:00,2023-02-24 14:50:00+00:00,LONG,330.0,286.49432400000006,285.49859169999996,15.091659000017899,-328.5916590000329,stop
2023-02-27 14:40:00+00:00,2023-02-27 15:00:00+00:00,SHORT,326.0,289.045547,289.50184170000006,15.092072200010648,-148.7520722000188,stop
2023-02-28 14:40:00+00:00,2023-02-28 14:40:00+00:00,SHORT,328.0,287.325633,287.82165690000005,15.095839200007504,-162.69583920002242,stop
2023-03-01 14:40:00+00:00,2023-03-01 14:50:00+00:00,SHORT,328.0,286.69566449999996,287.5916316,15.077208800013523,-293.877208800021,stop
2023-03-02 14:40:00+00:00,2023-03-02 21:00:00+00:00,LONG,331.0,283.43417100000005,287.51562349999995,9.44922250001946,1350.9607774999663,eod_flat
2023-03-03 14:40:00+00:00,2023-03-03 14:40:00+00:00,SHORT,329.0,289.1955395,289.6218549,15.237766600008513,-140.25776660000702,stop
2023-03-06 14:40:00+00:00,2023-03-06 14:40:00+00:00,LONG,321.0,295.3247655,294.80756759999997,15.150525900004709,-166.02052590001347,stop
