entry_time,exit_time,side,qty,entry_price,exit_price,costs,net_pnl,exit_reason
2025-01-02 21:00:00+00:00,2025-01-03 14:35:00+00:00,LONG,19.0,506.58089620799996,509.4851813052,4.858583153199618,55.18141684680086,overnight_exit
2025-01-03 21:00:00+00:00,2025-01-06 14:35:00+00:00,LONG,19.0,514.9138718506,520.0736263755,4.944664026899318,98.0353359730999,overnight_exit
2025-01-06 21:00:00+00:00,2025-01-07 14:35:00+00:00,LONG,19.0,520.8259830208,521.6533943841,4.98918409730004,15.720815902700565,overnight_exit
2025-01-07 21:00:00+00:00,2025-01-08 14:35:00+00:00,LONG,19.0,511.52266087479995,511.19493022589995,4.896882329100151,-6.226882329100022,overnight_exit
2025-01-08 21:00:00+00:00,2025-01-10 14:35:00+00:00,LONG,19.0,511.6727144578,507.625454409,4.88794092719985,-76.89794092720024,overnight_exit
2025-01-10 21:00:00+00:00,2025-01-13 14:35:00+00:00,LONG,19.0,503.6398459811999,497.426952075,4.804984217799472,-118.04498421779908,overnight_exit
2025-01-13 21:00:00+00:00,2025-01-14 14:35:00+00:00,LONG,19.0,502.03927442919996,504.92585084999996,4.815048004799792,54.84495199519995,overnight_exit
2025-01-14 21:00:00+00:00,2025-01-15 14:35:00+00:00,LONG,20.0,501.5490993914,509.1652282908,5.07742201200017,152.32257798799992,overnight_exit
2025-01-15 21:00:00+00:00,2025-01-16 14:35:00+00:00,LONG,19.0,512.8931502662,515.0843590571999,4.917032971000708,41.632967028997996,overnight_exit
2025-01-16 21:00:00+00:00,2025-01-17 14:35:00+00:00,LONG,19.0,509.4619250015999,518.9137966983,4.904437762699956,179.58556223730073,overnight_exit
2025-01-17 21:00:00+00:00,2025-01-21 14:35:00+00:00,LONG,19.0,518.0850042379999,520.5135617703,4.9674068862982494,46.14259311370279,overnight_exit
2025-01-21 21:00:00+00:00,2025-01-22 14:35:00+00:00,LONG,19.0,520.9660330316,525.5828173422,5.001098098599982,87.71890190139993,overnight_exit
2025-01-22 21:00:00+00:00,2025-01-23 14:35:00+00:00,LONG,19.0,527.7684621276001,525.0428966304,5.045744446799745,-51.785744446800436,overnight_exit
2025-01-23 21:00:00+00:00,2025-01-24 14:35:00+00:00,LONG,19.0,528.9688907916,529.0023151836,5.064936552000745,0.635063448000551,overnight_exit
